source_url,local_url,status,bytes,source_files
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Dich-vu-thiet-ke-Website-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Dich-vu-thiet-ke-Website-HomeNest-Viet-Nam.jpg,DOWNLOADED,50355,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Dich-vu-van-hanh-va-bao-tri-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Dich-vu-van-hanh-va-bao-tri-HomeNest-Viet-Nam.jpg,DOWNLOADED,99272,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Khanh-Phong-case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Giao-dien-Khanh-Phong-case-study.jpg,DOWNLOADED,100841,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Kim-Cuong-Xanh-case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Giao-dien-Kim-Cuong-Xanh-case-study.jpg,DOWNLOADED,234889,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-lovers-lawn-case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/giao-dien-lovers-lawn-case-study.jpg,DOWNLOADED,60185,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-Nuage-Sauvage-case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/giao-dien-Nuage-Sauvage-case-study.jpg,DOWNLOADED,187504,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-Peace-Viet-Nam-case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/giao-dien-Peace-Viet-Nam-case-study.jpg,DOWNLOADED,161489,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Tan-Phong-case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Giao-dien-Tan-Phong-case-study.jpg,DOWNLOADED,97757,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-trang-chu-Hang-kenh-Case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Giao-dien-trang-chu-Hang-kenh-Case-study.jpg,DOWNLOADED,97882,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-trang-chu-Paint-and-More-Case-study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Giao-dien-trang-chu-Paint-and-More-Case-study.jpg,DOWNLOADED,335548,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-trang-chu-Song-Quan-Ads-Case-Study.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Giao-dien-trang-chu-Song-Quan-Ads-Case-Study.jpg,DOWNLOADED,391518,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Ban-le-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Ban-le-HomeNest-Viet-Nam.jpg,DOWNLOADED,150765,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Bat-dong-san-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Bat-dong-san-HomeNest-Viet-Nam.jpg,DOWNLOADED,115864,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Cham-soc-suc-khoe-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Cham-soc-suc-khoe-HomeNest-Viet-Nam.jpg,DOWNLOADED,141343,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Cong-nghe-tai-chinh-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Cong-nghe-tai-chinh-HomeNest-Viet-Nam.jpg,DOWNLOADED,145690,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Dich-vu-tai-chinh-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Dich-vu-tai-chinh-HomeNest-Viet-Nam.jpg,DOWNLOADED,134611,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Giao-duc-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Giao-duc-HomeNest-Viet-Nam.jpg,DOWNLOADED,126544,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Phat-trien-phan-mem-doanh-nghiep-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Phat-trien-phan-mem-doanh-nghiep-HomeNest-Viet-Nam.jpg,DOWNLOADED,114585,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Thuong-mai-dien-tu-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Thuong-mai-dien-tu-HomeNest-Viet-Nam.jpg,DOWNLOADED,216641,src/lib/site-data.json
https://s3.ap-southeast-1.amazonaws.com/image.homenest.com.vn/wp-content/uploads/2026/04/Linh-vuc-Van-tai-va-Logistics-HomeNest-Viet-Nam.jpg,/images/migrated/homenest-s3/wp-content/uploads/2026/04/Linh-vuc-Van-tai-va-Logistics-HomeNest-Viet-Nam.jpg,DOWNLOADED,134497,src/lib/site-data.json
