id,group,identity,current_filename,current_url,placement,recommended_filename,required_size,required_format,status,notes
NGUOI-011,Đội ngũ,Lê Thu Hằng,Hang-BA-tai-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Hang-BA-tai-HomeNest-Viet-Nam.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/le-thu-hang.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-012,Đội ngũ,Phạm Khánh Yến,Yen-Tester-tai-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Yen-Tester-tai-HomeNest-Viet-Nam.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/pham-khanh-yen.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-013,Đội ngũ,Võ Anh Vũ,Vu-Anh-Developer.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Vu-Anh-Developer.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/vo-anh-vu.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-014,Đội ngũ,Đặng Hùng Cường,Hung-Developer.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Hung-Developer.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/dang-hung-cuong.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-015,Đội ngũ,Nguyễn Minh Thức,Thuc-AI-engineer.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Thuc-AI-engineer.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/nguyen-minh-thuc.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-016,Đội ngũ,Trần Gia Tín,Tin-AI-engineer.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Tin-AI-engineer.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/tran-gia-tin.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-017,Đội ngũ,Lê Thanh Thư,Thu-Marketing.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Thu-Marketing.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/le-thanh-thu.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-018,Đội ngũ,Phạm Anh Tuấn,Tuan-AI-engineer.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Tuan-AI-engineer.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/pham-anh-tuan.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-019,Đội ngũ,Võ Minh Trí,Tri-Marketing.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Tri-Marketing.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/vo-minh-tri.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-020,Đội ngũ,Nguyễn Chí Nhân,chan.jpeg,https://image.homenest.com.vn/wp-content/uploads/2026/04/chan.jpeg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/nguyen-chi-nhan.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-021,Đội ngũ,Trần Tiến Phát,Nguyen-Tien-Co.Founder-HomeNest-Viet-Nam.jpeg,https://image.homenest.com.vn/wp-content/uploads/2026/06/Nguyen-Tien-Co.Founder-HomeNest-Viet-Nam.jpeg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/tran-tien-phat.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-022,Đội ngũ,Lê Thu Thảo,Thao-DEV.jpg,https://image.homenest.software/wp-content/uploads/2026/03/Thao-DEV.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/le-thu-thao.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-023,Đội ngũ,Phạm Đức Thắng,Thang-DEV.jpg,https://image.homenest.software/wp-content/uploads/2026/03/Thang-DEV.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/pham-duc-thang.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-024,Đội ngũ,Võ Tấn Huy,Tan-Huy-DEV.jpg,https://image.homenest.software/wp-content/uploads/2026/03/Tan-Huy-DEV.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/vo-tan-huy.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-025,Đội ngũ,Đặng Minh Sang,Sang-DEV.jpg,https://image.homenest.software/wp-content/uploads/2026/03/Sang-DEV.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/dang-minh-sang.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-026,Đội ngũ,Nguyễn Hồng Nhung,Nhung-UXUI.jpg,https://image.homenest.software/wp-content/uploads/2026/03/Nhung-UXUI.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/nguyen-hong-nhung.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-027,Đội ngũ,Trần Gia Bảo,Bao-DEV.jpg,https://image.homenest.software/wp-content/uploads/2026/03/Bao-DEV.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/tran-gia-bao.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-028,Đội ngũ,Lê Khải Khang,Khang-Graphic-Design.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Khang-Graphic-Design.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/le-khai-khang.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-029,Đội ngũ,Phạm Thanh Phúc,Tien-Phat-Developer.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Tien-Phat-Developer.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/pham-thanh-phuc.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-030,Đội ngũ,Võ Thanh Mai,Thanh-Phuc-Developer.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Thanh-Phuc-Developer.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/vo-thanh-mai.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-031,Đội ngũ,Nguyễn Đức Thành,Thanh-Mai-Tester.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Thanh-Mai-Tester.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/nguyen-duc-thanh.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-032,Đội ngũ,Trần Quỳnh Anh,Thanh-Graphic-Design.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Thanh-Graphic-Design.jpg,Trang chủ — Đội ngũ của chúng tôi,public/images/people/doi-ngu/tran-quynh-anh.webp,Tối thiểu 1200 × 1500 px (4:5),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-033,Khách hàng,Nguyễn Quốc Việt — Giám đốc Verdora Property,Khach-Hang-Vu-Son-HomeNestVietNam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khach-Hang-Vu-Son-HomeNestVietNam.jpg,Trang chủ — Cảm nhận khách hàng,public/images/people/khach-hang/nguyen-quoc-viet.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-034,Khách hàng,Trần Minh Châu — Quản lý Loomora Rugs,Khach-Hang-Ngo-Tuoi-HomeNestVietNam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khach-Hang-Ngo-Tuoi-HomeNestVietNam.jpg,Trang chủ — Cảm nhận khách hàng,public/images/people/khach-hang/tran-minh-chau.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-035,Khách hàng,Lê Đức Anh — Nhà sáng lập Bytevera,Khach-Hang-Nguyen-Bach-HomeNestVietNam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khach-Hang-Nguyen-Bach-HomeNestVietNam.jpg,Trang chủ — Cảm nhận khách hàng,public/images/people/khach-hang/le-duc-anh.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-036,Khách hàng,Phạm Hải Long — Đồng sáng lập Aeromint,Khach-Hang-David-Chen-HomeNestVietNam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khach-Hang-David-Chen-HomeNestVietNam.jpg,Trang chủ — Cảm nhận khách hàng,public/images/people/khach-hang/pham-hai-long.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-037,Khách hàng,Võ Thanh Hương — Giám đốc Marketing Chromiva Coatings,Khach-Hang-Chris-Tran-HomeNestVietNam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khach-Hang-Chris-Tran-HomeNestVietNam.jpg,Trang chủ — Cảm nhận khách hàng,public/images/people/khach-hang/vo-thanh-huong.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-038,Khách hàng,Đặng Minh Khoa — Quản lý sản phẩm Nivora Connect,Khach-Hang-Le-Minh-Khang-HomeNestVietNam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Khach-Hang-Le-Minh-Khang-HomeNestVietNam.jpg,Trang chủ — Cảm nhận khách hàng,public/images/people/khach-hang/dang-minh-khoa.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-039,Đối tác,"Nguyễn Gia Hân — Marketing Director, Rovena Travel",Doi-tac-Minh-Tam-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Doi-tac-Minh-Tam-HomeNest-Viet-Nam.jpg,Giới thiệu — Minh chứng từ đối tác,public/images/people/doi-tac/nguyen-gia-han.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-040,Đối tác,"Trần Bảo Ngọc — Project Manager, Edunora",Doi-tac-Kieu-Loan-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Doi-tac-Kieu-Loan-HomeNest-Viet-Nam.jpg,Giới thiệu — Minh chứng từ đối tác,public/images/people/doi-tac/tran-bao-ngoc.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-041,Đối tác,"Lê Quang Huy — CEO, Ceranova",Doi-tac-Ngoc-Trieu-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Doi-tac-Ngoc-Trieu-HomeNest-Viet-Nam.jpg,Giới thiệu — Minh chứng từ đối tác,public/images/people/doi-tac/le-quang-huy.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-042,Đối tác,"Phạm Thu Hà — Operations Manager, Candella Works",Doi-tac-Ngoc-Ha-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Doi-tac-Ngoc-Ha-HomeNest-Viet-Nam.jpg,Giới thiệu — Minh chứng từ đối tác,public/images/people/doi-tac/pham-thu-ha.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-043,Đối tác,"Võ Khánh Linh — Marketing Manager, Veloura Nails",Doi-tac-Thu-Tuyet-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Doi-tac-Thu-Tuyet-HomeNest-Viet-Nam.jpg,Giới thiệu — Minh chứng từ đối tác,public/images/people/doi-tac/vo-khanh-linh.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-044,Đối tác,"Đặng Quốc Bảo — Co-founder, Auriva Land",Doi-tac-Tan-Khang-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Doi-tac-Tan-Khang-HomeNest-Viet-Nam.jpg,Giới thiệu — Minh chứng từ đối tác,public/images/people/doi-tac/dang-quoc-bao.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-045,Đối tác,Bùi Minh Đức — Đại diện Motoria Link,Doi-tac-Dai-Phat-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-Dai-Phat-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/bui-minh-duc.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-046,Đối tác,Nguyễn Thảo Vy — Đại diện Brewvia,Doi-tac-Dava-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-Dava-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/nguyen-thao-vy.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-047,Đối tác,Trần Khánh Phong — Đại diện Grevia Lawn,Doi-tac-Khanh-Phong-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-Khanh-Phong-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/tran-khanh-phong.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-048,Đối tác,Lê Kiến An — Đại diện Arcvera Construction,Doi-tac-Kien-Cat-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-Kien-Cat-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/le-kien-an.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-049,Đối tác,Phạm Minh Anh — Đại diện Mirava,Doi-tac-Mira-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-Mira-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/pham-minh-anh.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-050,Đối tác,Võ Nhật Nam — Đại diện Polyvera,Doi-tac-Niziko-Group-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-Niziko-Group-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/vo-nhat-nam.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-051,Đối tác,Đặng Hoài Thương — Đại diện Lumera Living,Doi-tac-NST-Tech-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-NST-Tech-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/dang-hoai-thuong.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-052,Đối tác,Nguyễn Tuấn Kiệt — Đại diện Mocvan Tea,Doi-tac-Chu-Quan-Ca-Phe-cua-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Doi-tac-Chu-Quan-Ca-Phe-cua-HomeNest-Viet-Nam.jpg,Trang chủ — Lý do chọn HomeNest,public/images/people/doi-tac/nguyen-tuan-kiet.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
NGUOI-053,Ảnh hội thoại,Trần Hoài An — Khách hàng Winterfrost,user-avatar-5.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/user-avatar-5.jpg,Trang chủ — thẻ tích hợp linh hoạt,public/images/people/anh-hoi-thoai/tran-hoai-an.webp,Tối thiểu 1000 × 1000 px (1:1),WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Ảnh người Việt đã tạo, chuẩn hóa đúng tỷ lệ và tích hợp vào dữ liệu Winterfrost."
