id,priority,category,current_filename,extension,occurrences,used_in,current_url,recommended_filename,status,notes
ANH-0011,P0,DU_AN_CASE_STUDY,Trang-chu-Thanh-Tung-Case-Study.jpg,jpg,1,src/lib/site-data.json:674,https://image.homenest.com.vn/wp-content/uploads/2025/10/Trang-chu-Thanh-Tung-Case-Study.jpg,public/images/projects/website-noi-that-thanh-tung/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0012,P0,DU_AN_CASE_STUDY,giao-dien-dich-vu-SingapoDent-case-study.jpg,jpg,6,src/lib/site-data.json:664,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-dich-vu-SingapoDent-case-study.jpg,public/images/projects/website-singapodent/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0013,P0,DU_AN_CASE_STUDY,giao-dien-may-in-SingapoDent-case-study.jpg,jpg,6,src/lib/site-data.json:664,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-may-in-SingapoDent-case-study.jpg,public/images/projects/website-singapodent/07-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0014,P0,DU_AN_CASE_STUDY,giao-dien-san-pham-noi-bat-SingapoDent-case-study.jpg,jpg,11,src/lib/site-data.json:664,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-san-pham-noi-bat-SingapoDent-case-study.jpg,public/images/projects/website-singapodent/05-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0015,P0,DU_AN_CASE_STUDY,Giao-dien-Singapoden-Case-Study.jpg,jpg,3,src/lib/industry-detail-data.json:4529; src/lib/site-data.json:286|660,https://image.homenest.com.vn/wp-content/uploads/2026/02/Giao-dien-Singapoden-Case-Study.jpg,public/images/projects/website-singapodent/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0016,P0,DU_AN_CASE_STUDY,giao-dien-tat-ca-san-pham-SingapoDent-case-study.jpg,jpg,11,src/lib/site-data.json:664,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-tat-ca-san-pham-SingapoDent-case-study.jpg,public/images/projects/website-singapodent/04-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0017,P0,DU_AN_CASE_STUDY,giao-dien-trang-chu-SingapoDent-case-study.jpg,jpg,11,src/lib/site-data.json:664,https://image.homenest.com.vn/wp-content/uploads/2026/02/giao-dien-trang-chu-SingapoDent-case-study.jpg,public/images/projects/website-singapodent/02-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0018,P0,DU_AN_CASE_STUDY,Trang-chu-SingapoDent-case-study.jpg,jpg,11,src/lib/site-data.json:664,https://image.homenest.com.vn/wp-content/uploads/2026/02/Trang-chu-SingapoDent-case-study.jpg,public/images/projects/website-singapodent/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0019,P0,DU_AN_CASE_STUDY,about-hero-image-1.jpg,jpg,2,src/lib/site-data.json:812|1784,https://image.homenest.com.vn/wp-content/uploads/2026/04/about-hero-image-1.jpg,public/images/projects/gioi-thieu-nang-luc/03-man-hinh-mobile-3.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0020,P0,DU_AN_CASE_STUDY,about-hero-image-2.jpg,jpg,2,src/lib/site-data.json:812|1782,https://image.homenest.com.vn/wp-content/uploads/2026/04/about-hero-image-2.jpg,public/images/projects/gioi-thieu-nang-luc/01-man-hinh-mobile-1.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0021,P0,DU_AN_CASE_STUDY,about-hero-image-3.jpg,jpg,2,src/lib/site-data.json:812|1783,https://image.homenest.com.vn/wp-content/uploads/2026/04/about-hero-image-3.jpg,public/images/projects/gioi-thieu-nang-luc/02-man-hinh-mobile-2.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0022,P0,DU_AN_CASE_STUDY,du-an-Song-Quan-Ads-Case-Study.jpg,jpg,6,src/lib/site-data.json:480,https://image.homenest.com.vn/wp-content/uploads/2026/04/du-an-Song-Quan-Ads-Case-Study.jpg,public/images/projects/website-song-quan-ads/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0023,P0,DU_AN_CASE_STUDY,giao-dien-AUTOLINK-case-study.jpg,jpg,1,src/lib/site-data.json:647,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-AUTOLINK-case-study.jpg,public/images/projects/autolink-vietnam/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0024,P0,DU_AN_CASE_STUDY,Giao-dien-ban-sac-cua-Nuage-Sauvage-Case-Study.jpg,jpg,6,src/lib/site-data.json:494,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-ban-sac-cua-Nuage-Sauvage-Case-Study.jpg,public/images/projects/website-tra-nuage-sauvage/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0025,P0,DU_AN_CASE_STUDY,Giao-dien-bang-mau-Paint-and-More-case-study.jpg,jpg,11,src/lib/site-data.json:564,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-bang-mau-Paint-and-More-case-study.jpg,public/images/projects/website-paint-and-more/02-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0026,P0,DU_AN_CASE_STUDY,Giao-dien-blog-Nuage-Sauvage-Case-Study.jpg,jpg,11,src/lib/site-data.json:494,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-blog-Nuage-Sauvage-Case-Study.jpg,public/images/projects/website-tra-nuage-sauvage/02-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0027,P0,DU_AN_CASE_STUDY,giao-dien-candygogo-case-study.jpg,jpg,1,src/lib/site-data.json:586,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-candygogo-case-study.jpg,public/images/projects/website-candygogo-factory/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0028,P0,DU_AN_CASE_STUDY,Giao-dien-cua-Vietplus-case-study.jpg,jpg,6,src/lib/site-data.json:522,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-cua-Vietplus-case-study.jpg,public/images/projects/app-vietplus/06-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0029,P0,DU_AN_CASE_STUDY,Giao-dien-dang-nhap-Vietplus-case-study.jpg,jpg,7,src/lib/site-data.json:522,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dang-nhap-Vietplus-case-study.jpg,public/images/projects/app-vietplus/04-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0030,P0,DU_AN_CASE_STUDY,Giao-dien-dat-lich-cua-Lovers-Lawn-case-study.jpg,jpg,7,src/lib/site-data.json:536,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dat-lich-cua-Lovers-Lawn-case-study.jpg,public/images/projects/lovers-lawn-app/04-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0031,P0,DU_AN_CASE_STUDY,Giao-dien-dich-vu-cua-Lovers-Lawn-case-study.jpg,jpg,7,src/lib/site-data.json:536,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dich-vu-cua-Lovers-Lawn-case-study.jpg,public/images/projects/lovers-lawn-app/03-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0032,P0,DU_AN_CASE_STUDY,Giao-dien-dich-vu-Kim-cuong-Xanh-case-study.jpg,jpg,6,src/lib/site-data.json:578,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dich-vu-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-kim-cuong-xanh/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0033,P0,DU_AN_CASE_STUDY,Giao-dien-dich-vu-quan-ly-Kim-cuong-Xanh-case-study.jpg,jpg,11,src/lib/site-data.json:578,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dich-vu-quan-ly-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-kim-cuong-xanh/05-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0034,P0,DU_AN_CASE_STUDY,Giao-dien-dich-vu-Song-Quan-Ads-Case-Study.jpg,jpg,6,src/lib/site-data.json:480,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-dich-vu-Song-Quan-Ads-Case-Study.jpg,public/images/projects/website-song-quan-ads/07-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0035,P0,DU_AN_CASE_STUDY,Giao-dien-doi-ngu-Kim-cuong-Xanh-case-study.jpg,jpg,11,src/lib/site-data.json:578,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-doi-ngu-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-kim-cuong-xanh/04-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0036,P0,DU_AN_CASE_STUDY,Giao-dien-doi-tac-Kim-cuong-Xanh-case-study.jpg,jpg,6,src/lib/site-data.json:578,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-doi-tac-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-kim-cuong-xanh/07-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0037,P0,DU_AN_CASE_STUDY,Giao-dien-du-an-Kim-cuong-Xanh-case-study.jpg,jpg,11,src/lib/site-data.json:578,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-du-an-Kim-cuong-Xanh-case-study.jpg,public/images/projects/website-kim-cuong-xanh/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0038,P0,DU_AN_CASE_STUDY,Giao-dien-du-an-Paint-and-More-case-study.jpg,jpg,6,src/lib/site-data.json:564,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-du-an-Paint-and-More-case-study.jpg,public/images/projects/website-paint-and-more/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0039,P0,DU_AN_CASE_STUDY,Giao-dien-du-an-Song-Quan-Ads-Case-Study.jpg,jpg,11,src/lib/site-data.json:480,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-du-an-Song-Quan-Ads-Case-Study.jpg,public/images/projects/website-song-quan-ads/02-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0040,P0,DU_AN_CASE_STUDY,Giao-dien-ho-so-cua-Lovers-Lawn-case-study.jpg,jpg,8,src/lib/site-data.json:536|1193,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-ho-so-cua-Lovers-Lawn-case-study.jpg,public/images/projects/lovers-lawn-app/02-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0041,P0,DU_AN_CASE_STUDY,Giao-dien-ho-tro-cua-Lovers-Lawn-case-study.jpg,jpg,7,src/lib/site-data.json:536,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-ho-tro-cua-Lovers-Lawn-case-study.jpg,public/images/projects/lovers-lawn-app/06-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0042,P0,DU_AN_CASE_STUDY,giao-dien-hoi-thao-Nuage-Sauvage-Case-Study.jpg,jpg,11,src/lib/site-data.json:494,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-hoi-thao-Nuage-Sauvage-Case-Study.jpg,public/images/projects/website-tra-nuage-sauvage/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0043,P0,DU_AN_CASE_STUDY,Giao-dien-Housing-cua-Vietplus-case-study.jpg,jpg,7,src/lib/site-data.json:522,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Housing-cua-Vietplus-case-study.jpg,public/images/projects/app-vietplus/03-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0044,P0,DU_AN_CASE_STUDY,Giao-dien-Khanh-Phong-case-study.jpg,jpg,2,src/lib/industry-detail-data.json:2731; src/lib/site-data.json:613,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Khanh-Phong-case-study.jpg,public/images/projects/nhua-khanh-phong/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0045,P0,DU_AN_CASE_STUDY,Giao-dien-Kim-Cuong-Xanh-case-study.jpg,jpg,3,src/lib/industry-detail-data.json:423; src/lib/site-data.json:334|574,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Kim-Cuong-Xanh-case-study.jpg,public/images/projects/website-kim-cuong-xanh/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0046,P0,DU_AN_CASE_STUDY,giao-dien-laptop-alltech-case-study.jpg,jpg,1,src/lib/site-data.json:636,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-laptop-alltech-case-study.jpg,public/images/projects/laptop-alltech/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0047,P0,DU_AN_CASE_STUDY,giao-dien-lien-he-Peace-Case-Study.jpg,jpg,6,src/lib/site-data.json:508,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-lien-he-Peace-Case-Study.jpg,public/images/projects/peace-viet-nam/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0048,P0,DU_AN_CASE_STUDY,Giao-dien-lien-he-Tan-Phong-Case-Study.jpg,jpg,6,src/lib/site-data.json:603,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-lien-he-Tan-Phong-Case-Study.jpg,public/images/projects/bao-bi-tan-phong/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0049,P0,DU_AN_CASE_STUDY,giao-dien-lovers-lawn-case-study.jpg,jpg,10,src/components/sections/CaseStudiesCarousel.tsx:35; src/components/sections/CustomSoftwareRawPage.tsx:33; src/lib/dich-vu-page.ts:220; src/lib/industry-detail-data.json:3496; src/lib/site-data.json:128|480|494|508|522|532,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-lovers-lawn-case-study.jpg,public/images/projects/lovers-lawn-app/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0050,P0,DU_AN_CASE_STUDY,giao-dien-mida-case-study.jpg,jpg,1,src/lib/site-data.json:625,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-mida-case-study.jpg,public/images/projects/website-mida/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0051,P0,DU_AN_CASE_STUDY,Giao-dien-Nuage-Sauvage-Case-Study-1.jpg,jpg,6,src/lib/site-data.json:494,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Nuage-Sauvage-Case-Study-1.jpg,public/images/projects/website-tra-nuage-sauvage/07-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0052,P0,DU_AN_CASE_STUDY,giao-dien-Nuage-Sauvage-case-study.jpg,jpg,16,src/lib/industry-detail-data.json:154|4014; src/lib/site-data.json:262|322|480|490|508|522|536|550|564|578|603|617|664|678,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-Nuage-Sauvage-case-study.jpg,public/images/projects/website-tra-nuage-sauvage/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0053,P0,DU_AN_CASE_STUDY,giao-dien-Peace-Viet-Nam-case-study.jpg,jpg,15,src/lib/industry-detail-data.json:4525; src/lib/site-data.json:286|322|480|494|504|522|536|550|564|578|603|617|664|678,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-Peace-Viet-Nam-case-study.jpg,public/images/projects/peace-viet-nam/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0054,P0,DU_AN_CASE_STUDY,Giao-dien-san-pham-Paint-and-More-case-study.jpg,jpg,6,src/lib/site-data.json:564,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-san-pham-Paint-and-More-case-study.jpg,public/images/projects/website-paint-and-more/07-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0055,P0,DU_AN_CASE_STUDY,Giao-dien-san-pham-Peace-Case-Study.jpg,jpg,6,src/lib/site-data.json:508,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-san-pham-Peace-Case-Study.jpg,public/images/projects/peace-viet-nam/07-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0056,P0,DU_AN_CASE_STUDY,Giao-dien-san-pham-Tan-Phong-Case-Study.jpg,jpg,11,src/lib/site-data.json:603,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-san-pham-Tan-Phong-Case-Study.jpg,public/images/projects/bao-bi-tan-phong/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0057,P0,DU_AN_CASE_STUDY,giao-dien-son-Paint-and-More-case-study.jpg,jpg,11,src/lib/site-data.json:564,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-son-Paint-and-More-case-study.jpg,public/images/projects/website-paint-and-more/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0058,P0,DU_AN_CASE_STUDY,Giao-dien-Tan-Phong-Case-Study-1.jpg,jpg,11,src/lib/site-data.json:603,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Tan-Phong-Case-Study-1.jpg,public/images/projects/bao-bi-tan-phong/05-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0059,P0,DU_AN_CASE_STUDY,Giao-dien-Tan-Phong-case-study.jpg,jpg,2,src/lib/industry-detail-data.json:2727; src/lib/site-data.json:599,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Tan-Phong-case-study.jpg,public/images/projects/bao-bi-tan-phong/01-anh-bia-du-an.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0060,P0,DU_AN_CASE_STUDY,Giao-dien-tham-Decor-Hang-Kenh-case-study.jpg,jpg,12,src/lib/site-data.json:550|1211,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tham-Decor-Hang-Kenh-case-study.jpg,public/images/projects/website-hang-kenh/02-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0061,P0,DU_AN_CASE_STUDY,Giao-dien-tham-du-thuyen-Hang-Kenh-case-study.jpg,jpg,11,src/lib/site-data.json:550,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tham-du-thuyen-Hang-Kenh-case-study.jpg,public/images/projects/website-hang-kenh/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0062,P0,DU_AN_CASE_STUDY,Giao-dien-tham-khach-san-Hang-Kenh-case-study.jpg,jpg,11,src/lib/site-data.json:550,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tham-khach-san-Hang-Kenh-case-study.jpg,public/images/projects/website-hang-kenh/04-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0063,P0,DU_AN_CASE_STUDY,Giao-dien-tham-tranh-Hang-Kenh-case-study.jpg,jpg,6,src/lib/site-data.json:550,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tham-tranh-Hang-Kenh-case-study.jpg,public/images/projects/website-hang-kenh/06-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0064,P0,DU_AN_CASE_STUDY,giao-dien-thu-vien-anh-Peace-Vietnam-Case-Study.jpg,jpg,12,src/lib/site-data.json:508|1205,https://image.homenest.com.vn/wp-content/uploads/2026/04/giao-dien-thu-vien-anh-Peace-Vietnam-Case-Study.jpg,public/images/projects/peace-viet-nam/02-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0065,P0,DU_AN_CASE_STUDY,Giao-dien-tin-nhan-cua-Vietplus-case-study.jpg,jpg,9,src/lib/site-data.json:522|1175,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tin-nhan-cua-Vietplus-case-study.jpg,public/images/projects/app-vietplus/02-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0066,P0,DU_AN_CASE_STUDY,Giao-dien-tin-tuc-Peace-Case-Study.jpg,jpg,11,src/lib/site-data.json:508,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tin-tuc-Peace-Case-Study.jpg,public/images/projects/peace-viet-nam/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0067,P0,DU_AN_CASE_STUDY,Giao-dien-tin-tuc-Tan-Phong-Case-Study.jpg,jpg,6,src/lib/site-data.json:603,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-tin-tuc-Tan-Phong-Case-Study.jpg,public/images/projects/bao-bi-tan-phong/07-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0068,P0,DU_AN_CASE_STUDY,Giao-dien-Tra-Nuage-Sauvage-Case-Study.jpg,jpg,11,src/lib/site-data.json:494,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-Tra-Nuage-Sauvage-Case-Study.jpg,public/images/projects/website-tra-nuage-sauvage/04-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0069,P0,DU_AN_CASE_STUDY,Giao-dien-trai-nghiem-Song-Quan-Ads-Case-Study.jpg,jpg,11,src/lib/site-data.json:480,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-trai-nghiem-Song-Quan-Ads-Case-Study.jpg,public/images/projects/website-song-quan-ads/03-man-hinh-website.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
ANH-0070,P0,DU_AN_CASE_STUDY,Giao-dien-trang-chu-cua-Lovers-Lawn-case-study.jpg,jpg,7,src/lib/site-data.json:536,https://image.homenest.com.vn/wp-content/uploads/2026/04/Giao-dien-trang-chu-cua-Lovers-Lawn-case-study.jpg,public/images/projects/lovers-lawn-app/05-man-hinh-ung-dung.webp,CHO_KIEM_TRA,URL ảnh từ máy chủ bên ngoài.
